weight logl apec1.kT apec1.Abundanc apec1.norm
0.000000000000000000e+00 -8.617706415361330073e+03 5.192868040984757272e+01 4.750315243698494783e+00 7.955613541702739155e+01
0.000000000000000000e+00 -8.592012626871850443e+03 1.035155602436643996e+01 3.461765363270358442e+00 6.167348089282604917e+01
0.000000000000000000e+00 -8.583046454816972982e+03 2.484618177004384165e+01 3.490225654978864611e+00 7.362789623583169885e+01
0.000000000000000000e+00 -8.572494716380773752e+03 5.837513640485398980e+01 3.474513100813132027e+00 8.976705306398636708e+01
0.000000000000000000e+00 -8.566208317181175516e+03 2.525728180569298686e+01 1.689770287457031950e+00 8.737587348663443265e+01
0.000000000000000000e+00 -8.548588646738988245e+03 5.082788153813329046e+01 3.855686749884385200e+00 8.390006003130704926e+01
0.000000000000000000e+00 -8.482183078446632862e+03 4.167663255886151319e+01 2.211039718246414321e+00 9.114343736364666881e+01
0.000000000000000000e+00 -8.452675616764750885e+03 1.745797816512130751e+01 1.161909947671551535e+00 8.642433848284865405e+01
0.000000000000000000e+00 -8.431329030129307284e+03 4.086497061747434145e+01 3.530436287614141300e+00 8.058069146104774916e+01
0.000000000000000000e+00 -8.426294724868270350e+03 2.647486925433570804e+01 5.808232251802369905e-01 9.777238420643568872e+01
0.000000000000000000e+00 -8.390346519972083115e+03 2.386485523022846778e+01 1.039886301172579408e+00 9.093706357563462461e+01
0.000000000000000000e+00 -8.372705714526684460e+03 1.322637715001140535e+01 3.600369170955838527e+00 6.282377162898128375e+01
0.000000000000000000e+00 -8.371083585149264763e+03 9.858484548863454933e+00 2.618857305439831196e-01 9.193230798886510513e+01
0.000000000000000000e+00 -8.365328360521525610e+03 6.273674345044759093e+01 3.824071280579272702e+00 8.695523784717570948e+01
0.000000000000000000e+00 -8.359571690872517138e+03 3.474780222744762170e+01 2.728940557729596428e+00 8.246764033498264723e+01
0.000000000000000000e+00 -8.330834679147308634e+03 9.077444563025460766e+00 1.015805705540348658e+00 8.069392451576413805e+01
0.000000000000000000e+00 -8.300333414669212289e+03 2.048348528868034890e+01 2.089983839331699400e-01 9.734192974781034025e+01
0.000000000000000000e+00 -8.292413170973146407e+03 2.486232439598754951e+01 1.779170304981060324e+00 8.367465921954419628e+01
0.000000000000000000e+00 -8.281506659307233349e+03 3.258639789205135173e+01 3.771948922348739686e+00 7.370823589470883519e+01
0.000000000000000000e+00 -8.209212453362652013e+03 4.246196832233766827e+01 7.000119801232301819e-01 1.026693714912321980e+02
0.000000000000000000e+00 -8.040174101977902865e+03 5.489737479949250343e+01 1.139325723850956429e+00 1.019399018798218179e+02
0.000000000000000000e+00 -8.028767775304797397e+03 2.274728827125282038e+01 2.474601714723037915e+00 7.450775522929329497e+01
0.000000000000000000e+00 -8.010761969405409218e+03 5.171870607082713889e+01 2.255676615878692726e+00 9.029795051762577884e+01
0.000000000000000000e+00 -8.009540266399629218e+03 3.911149222827069849e+01 7.640280621406597694e-01 9.786638396206232926e+01
0.000000000000000000e+00 -7.997204177255355717e+03 3.182319871243901588e+01 3.160793712671056355e+00 7.459608435114833469e+01
0.000000000000000000e+00 -7.986848298249319669e+03 5.290349801808036290e+01 4.918328552545609078e+00 7.343523360606380379e+01
0.000000000000000000e+00 -7.953023116468662920e+03 5.841279272831911129e+01 4.696043883396351148e+00 7.620669850981263949e+01
0.000000000000000000e+00 -7.943025680024542453e+03 5.878492991933981671e+01 1.253686743267686809e+00 1.012244857685030865e+02
0.000000000000000000e+00 -7.941813115443783317e+03 5.437404334518356563e+01 1.666692905300124483e+00 9.564961880925183380e+01
0.000000000000000000e+00 -7.934968267728316277e+03 2.053920650239936663e+01 1.753163129660734842e+00 7.788427319744900501e+01
0.000000000000000000e+00 -7.932540996330023518e+03 5.189234838592399512e+01 6.233059882835312315e-01 1.045011278362067628e+02
0.000000000000000000e+00 -7.891206073914897388e+03 3.411806351447420838e+01 3.635980296806289758e+00 7.195815464705978570e+01
0.000000000000000000e+00 -7.862463693835195954e+03 5.088786812311481356e+01 4.442803234879752594e+00 7.407688449559204003e+01
0.000000000000000000e+00 -7.831315534903881598e+03 3.116081354061321207e+01 3.901252360897760063e+00 6.839684734489902951e+01
0.000000000000000000e+00 -7.802293436087582450e+03 4.456693002515510926e+01 1.732599711460373726e+00 8.921484698331519780e+01
0.000000000000000000e+00 -7.798087130311597321e+03 4.569012642059932716e+01 2.486993461084865409e+00 8.374526435853478290e+01
0.000000000000000000e+00 -7.771438706377885865e+03 2.739691600545947026e+01 5.408041537773622398e-01 9.137304371234263556e+01
0.000000000000000000e+00 -7.767877131128831934e+03 3.863541665232266098e+01 9.587050269544339365e-01 9.289328623032305643e+01
0.000000000000000000e+00 -7.746839891914384680e+03 8.430503521109562470e+00 1.266722601072461263e+00 7.202773909520904283e+01
0.000000000000000000e+00 -7.743510169855729146e+03 4.171777804688170477e+01 7.253794034747818031e-01 9.642686974944750489e+01
0.000000000000000000e+00 -7.713007456698374881e+03 1.916010508677435809e+01 4.277461756708889062e+00 5.881584724893995997e+01
0.000000000000000000e+00 -7.709214848018146768e+03 1.671408896862723736e+01 3.134407608620504160e-01 8.765167159480434123e+01
0.000000000000000000e+00 -7.698157950331807115e+03 4.954274119991104897e+01 1.684501229507640474e+00 9.055320563038343096e+01
0.000000000000000000e+00 -7.684438915643770088e+03 4.083782316226728426e+01 2.348684895807991779e+00 8.146561097849327382e+01
0.000000000000000000e+00 -7.684147901222647306e+03 5.712978898224188384e+01 4.701354639852985962e+00 7.329101455611018423e+01
0.000000000000000000e+00 -7.671485959042779541e+03 1.462918908118556693e+01 2.349640132192167830e+00 6.706819594820048280e+01
0.000000000000000000e+00 -7.622410821208921334e+03 5.384301161290890292e+01 6.811017047816014802e-01 1.008766610396059917e+02
0.000000000000000000e+00 -7.614809919343975707e+03 1.748235277615652095e+01 4.054358619307418810e-01 8.590794589264339720e+01
0.000000000000000000e+00 -7.593409481283502828e+03 1.849526102005645711e+01 4.896839632124273756e+00 5.461995631735297962e+01
0.000000000000000000e+00 -7.585399265796687359e+03 5.792638968353187323e+01 8.671173930846093336e-01 1.001944968018072899e+02
0.000000000000000000e+00 -7.565616170535783567e+03 4.829425298657725563e+01 4.929478441564698166e+00 6.798234741970428274e+01
0.000000000000000000e+00 -7.553386523132538059e+03 1.938024264014694964e+01 4.389773429969434648e-02 9.032044044566482910e+01
0.000000000000000000e+00 -7.549595491454109833e+03 5.317720441824073419e+01 2.842787700378074378e-01 1.038292000381358520e+02
0.000000000000000000e+00 -7.535931322805447053e+03 4.285899568713774954e+01 1.054708748805849305e-01 1.009958686042903224e+02
0.000000000000000000e+00 -7.533137161070147158e+03 6.255751000393860295e+01 4.366117117381599577e+00 7.543923311915553143e+01
0.000000000000000000e+00 -7.511615241079611224e+03 3.578319113690403697e+01 5.500588955113311362e-01 9.254651255121035547e+01
0.000000000000000000e+00 -7.441122050240343924e+03 2.866525610666416313e+01 8.007655033738886319e-01 8.573832680774312109e+01
0.000000000000000000e+00 -7.434320608249980069e+03 5.855116463214658751e+01 2.306282224235609579e+00 8.624944177254272404e+01
0.000000000000000000e+00 -7.421417872900379734e+03 2.276632204538934445e+01 9.857593285598392763e-01 8.073637035866133260e+01
0.000000000000000000e+00 -7.406632118174843527e+03 5.590255541853627363e+01 3.164867487867437656e+00 7.910818884827199327e+01
0.000000000000000000e+00 -7.376361431149780401e+03 5.257126656938915943e+01 4.917262960157997576e+00 6.791684089252873946e+01
0.000000000000000000e+00 -7.347501997589702114e+03 2.355548461942274585e+01 4.563002741221604097e+00 5.732486183217474718e+01
0.000000000000000000e+00 -7.304875307372945827e+03 2.074985752115057025e+01 4.395565831357489017e+00 5.624657301461367354e+01
0.000000000000000000e+00 -7.293779362422003942e+03 9.945074781905649530e+00 3.747738372523297556e+00 5.065436262625788544e+01
0.000000000000000000e+00 -7.286149952002694590e+03 3.010685982649018300e+01 3.420571863007794811e+00 6.590710683652159219e+01
0.000000000000000000e+00 -7.276091495876032241e+03 1.642138717225251554e+01 1.918284331157507072e+00 6.802382589130766632e+01
0.000000000000000000e+00 -7.256153463988617659e+03 1.548070410889651605e+01 4.797263459840905853e-01 8.037964450075398304e+01
0.000000000000000000e+00 -7.244533384532199307e+03 2.735359274178610178e+01 8.879192087307030690e-01 8.214528521293151186e+01
0.000000000000000000e+00 -7.240441484739055340e+03 8.180950865596338772e+00 1.261213546637123706e+00 6.745099984474447297e+01
0.000000000000000000e+00 -7.229092091292907753e+03 4.458056489075010376e+01 2.233557576185348115e+00 7.920775545974825604e+01
0.000000000000000000e+00 -7.228739683276522555e+03 3.441454810798330044e+01 1.898706615036346967e+00 7.722942168088988524e+01
0.000000000000000000e+00 -7.223432960189573350e+03 4.055114754110552866e+01 1.687534044184737514e+00 8.145411304408624176e+01
0.000000000000000000e+00 -7.203950143223193663e+03 3.131231320922386274e+01 1.333110423666967304e+00 7.980222899504113343e+01
0.000000000000000000e+00 -7.166119919637348175e+03 5.900272642298563852e+01 1.978892897483258029e+00 8.584911646359448412e+01
0.000000000000000000e+00 -7.158290503683542738e+03 5.433911552346766882e+01 4.751162431908977801e+00 6.740834443890543071e+01
0.000000000000000000e+00 -7.118928352121743046e+03 3.199885512469979076e+01 1.817876702903509667e+00 7.550420134587062648e+01
0.000000000000000000e+00 -7.117679224786615123e+03 5.493964679505371151e+01 3.199860129162718003e+00 7.562405865222309842e+01
0.000000000000000000e+00 -7.076394681906162077e+03 4.150998766106480531e+01 3.660293584751774354e+00 6.765476731629038909e+01
0.000000000000000000e+00 -7.029251179392536869e+03 4.122855227270414247e+01 2.641775940448753968e-01 9.207683388199450292e+01
0.000000000000000000e+00 -6.998407059002817732e+03 4.518216856461722664e+00 1.892654924985560649e+00 5.587230025488353391e+01
0.000000000000000000e+00 -6.951699137910790341e+03 5.428141062615319612e+01 4.168249379655186715e+00 6.837985617290192408e+01
0.000000000000000000e+00 -6.948452328459286946e+03 4.167303153274080074e+01 4.735766668230612098e-02 9.348336689629580576e+01
0.000000000000000000e+00 -6.939216782116968716e+03 8.841097306332644123e+00 2.427921412236564436e+00 5.522127777017023931e+01
0.000000000000000000e+00 -6.934440148857996974e+03 5.402305008051483526e+01 3.728575247927222058e+00 7.044359066559405846e+01
0.000000000000000000e+00 -6.933428870550725151e+03 5.380937155067758937e+01 3.524789451465347945e+00 7.148399987660238253e+01
0.000000000000000000e+00 -6.900346435698320420e+03 4.339648006082515508e+01 4.072025419725175510e+00 6.468789189398809469e+01
0.000000000000000000e+00 -6.889862540638134305e+03 1.748964867047822835e+01 3.292102945863689012e+00 5.668626895831307877e+01
0.000000000000000000e+00 -6.863422273138741730e+03 2.292809607598493571e+01 3.565402027239261695e+00 5.805849679423241128e+01
0.000000000000000000e+00 -6.842652969183164714e+03 2.480396413265778577e+01 3.768171681194613321e+00 5.780524956224785882e+01
0.000000000000000000e+00 -6.829317142869083909e+03 5.682304036786393731e+00 5.338339615305587316e-01 7.339529165870003169e+01
0.000000000000000000e+00 -6.827991583359634205e+03 5.535224367030044590e+01 3.825640422519611672e+00 6.930073985770951595e+01
0.000000000000000000e+00 -6.805383445584769106e+03 4.141105153295067254e+01 9.724290465831192387e-01 8.291740682281174202e+01
0.000000000000000000e+00 -6.781683469802181207e+03 2.523958228683194083e+00 1.616040452126586979e+00 5.262689028134371227e+01
0.000000000000000000e+00 -6.770162779861885610e+03 5.292486652581717266e+01 5.998071294124884822e-03 9.625530098962789793e+01
0.000000000000000000e+00 -6.743994893000122829e+03 4.210078459910573656e+01 1.760605602893360322e+00 7.640269498850767604e+01
0.000000000000000000e+00 -6.725204181465541296e+03 6.621515190609507329e+00 1.649167507474740280e+00 5.815668996258204260e+01
0.000000000000000000e+00 -6.713206119178393237e+03 2.909157019450454573e+00 2.264124001970621691e+00 4.545431911421200510e+01
0.000000000000000000e+00 -6.689419574066007044e+03 2.601862390377804601e+01 3.699518757176254002e+00 5.749886151923496413e+01
0.000000000000000000e+00 -6.667681703415982156e+03 5.775016073529752703e+01 3.785762447658017393e+00 6.864483667771852993e+01
0.000000000000000000e+00 -6.654807246559998930e+03 4.226824519944396741e+01 3.614841713888129249e+00 6.432102703697714219e+01
0.000000000000000000e+00 -6.629133156510911249e+03 1.994014292123011955e+01 3.193139658125891955e+00 5.648202450392016516e+01
0.000000000000000000e+00 -6.625748936959396815e+03 5.907851260776811131e+01 5.154941543735191978e-02 9.616216034014469471e+01
0.000000000000000000e+00 -6.580682396499514653e+03 3.561442932192409216e+01 3.539546211601320547e+00 6.149143123822587143e+01
0.000000000000000000e+00 -6.573382645819012396e+03 2.807005779575658266e+01 4.864539789733690611e+00 5.238938944607502179e+01
0.000000000000000000e+00 -6.572676727508739532e+03 3.290024914876911311e+01 2.992336575977430968e+00 6.318491283233596079e+01
0.000000000000000000e+00 -6.569196532613089403e+03 2.620589017685029631e+01 3.498031803530734951e+00 5.758261086208318602e+01
0.000000000000000000e+00 -6.565954669166305393e+03 3.110739955239196419e+01 3.197451857218430726e-01 8.137466032298897289e+01
0.000000000000000000e+00 -6.561192624768689711e+03 4.599009518664730933e+01 1.622660791186165685e+00 7.684511820138847327e+01
0.000000000000000000e+00 -6.554042017674700219e+03 5.168707834846128435e+01 4.241028490440513110e+00 6.341019123229097687e+01
0.000000000000000000e+00 -6.541704756486273254e+03 2.699379681848497370e+01 4.910036932188699410e-01 7.772247906946603280e+01
0.000000000000000000e+00 -6.540388405135151515e+03 3.245377529207473088e+01 3.889648145798685785e+00 5.815124374263657359e+01
0.000000000000000000e+00 -6.538035254088900729e+03 1.001021786022352167e+01 1.114454209623055858e+00 6.342021813204812730e+01
0.000000000000000000e+00 -6.508761725336987183e+03 2.164572989739309605e+01 1.550468888081443231e+00 6.640615965177632063e+01
0.000000000000000000e+00 -6.490046774816257312e+03 3.153833651548358219e+01 7.794391332358263647e-01 7.664913620940966155e+01
0.000000000000000000e+00 -6.487607532237632768e+03 2.639843189515974231e+01 5.309911149218032866e-01 7.647763061547067309e+01
0.000000000000000000e+00 -6.440203130026792678e+03 1.664122126482561370e+01 1.076723505995693664e+00 6.687938853588593702e+01
0.000000000000000000e+00 -6.433331570360056503e+03 5.242263853305801291e+01 3.778837691106553542e+00 6.476777678510990199e+01
0.000000000000000000e+00 -6.418309585668494037e+03 5.003093446731781313e+01 1.765532031859823325e-01 8.864947526558617596e+01
0.000000000000000000e+00 -6.391797712424170641e+03 5.461746375697782696e+01 1.955093877527585455e+00 7.573305118826782234e+01
0.000000000000000000e+00 -6.359501773099479578e+03 3.229036384777423763e+01 1.522164807057108105e-01 8.098210800995842362e+01
0.000000000000000000e+00 -6.356429140524717695e+03 5.849126911238378312e+01 8.050098671623451274e-01 8.529481639611594801e+01
0.000000000000000000e+00 -6.274544644304314716e+03 5.237473799079275238e+01 3.991204752529238231e+00 6.220070409955037860e+01
0.000000000000000000e+00 -6.251153892989488668e+03 6.030647171080018154e+01 1.605441853433783317e+00 7.833273168397239772e+01
