weight logl apec1.kT apec1.Abundanc apec1.norm
4.107020720603006613e-66 -1.559254449645998477e+02 3.777000652161213168e-01 9.824378504989365046e-01 6.176396946566240498e-01
6.424551244521554917e-66 -1.554755160616220735e+02 6.054347407708089435e-01 6.941787562472184758e-01 6.282223144593682695e-01
7.904135080970198405e-66 -1.552657567942501657e+02 4.644507018459600456e-01 2.526401890878777756e-01 6.393349159335206533e-01
1.381362934490071815e-65 -1.547049871062910711e+02 6.537689442255716354e-01 2.035191063269066181e-01 6.375237679116834144e-01
1.936386685530513026e-65 -1.543647340485875930e+02 8.002237640548105491e-01 2.560624589573552434e-01 6.334360245065170369e-01
7.052219306673801502e-65 -1.530697153891999562e+02 6.308905772220746444e-01 6.204150317461445407e-01 6.251942715752190072e-01
9.217054085128424819e-65 -1.527995022787897597e+02 4.970538467324159271e-02 4.124609299925442452e-01 6.372682811134122716e-01
1.070494647052651793e-64 -1.526473518301480965e+02 2.937028314414041885e-01 8.036802811224681431e-01 6.230196356287779347e-01
1.807331672400317369e-64 -1.521211211153538727e+02 6.194179528349471608e-01 4.046768390208076438e-01 6.281074282738364767e-01
2.249842628414184905e-64 -1.518996123879221329e+02 1.399674580692378267e-02 7.880689752833353046e-01 6.279257200091370450e-01
2.839083965160464618e-64 -1.516644912061005357e+02 7.354858788321473329e-01 8.640908646880829380e-02 6.352042623644200692e-01
7.047112196783932933e-64 -1.507528547433347512e+02 6.268036478420465629e-01 1.910056244638361767e-01 6.307658577711185988e-01
9.895582723802449170e-64 -1.504108841907118403e+02 1.671312092126416848e-01 7.442711067415498372e-01 6.220895227153466767e-01
1.953761622377968056e-63 -1.497281310142815016e+02 5.054793897497323885e-01 8.505976344838884762e-01 6.141057613489052658e-01
2.793656606474497950e-63 -1.493680362164001565e+02 5.999580780313537032e-01 4.867501682138627439e-01 6.213924059924119669e-01
1.551142254635690799e-62 -1.476513108747772662e+02 9.715263901893759213e-01 1.022360474274008890e-02 6.302425297310201291e-01
1.720176549311972823e-61 -1.452427904492766402e+02 3.309781187933098501e-01 4.362571186912544974e-02 6.309284609428533752e-01
1.832380178668103202e-61 -1.451771016139537380e+02 4.102629064165601580e-01 2.895730752961572785e-01 6.197418062386823578e-01
2.357994464649313278e-60 -1.426198208321536924e+02 2.092865627840945209e-01 9.094303774033679622e-01 6.009370865942862405e-01
5.625176059081276365e-60 -1.417478800397962573e+02 2.511661802583209369e-02 5.567639666518297004e-01 6.137758375937906186e-01
7.433612065101478033e-60 -1.414666204001468941e+02 3.594738365148395509e-01 2.972658949219927349e-01 6.128645023776626566e-01
1.160045419976396509e-59 -1.410190880342912862e+02 2.128759748621797954e-01 1.922732882577258273e-01 6.167716233542314130e-01
1.533949012802145959e-59 -1.407372017294714226e+02 9.678746526158032992e-02 1.607217621255393469e-01 6.195183790469074303e-01
1.389069721710777316e-58 -1.385313278426724821e+02 9.336078104325512550e-01 7.134690091963591385e-01 5.915121072013383996e-01
1.577929876086836207e-58 -1.384013483178395347e+02 3.618037921339385399e-01 1.976699517018440933e-01 6.094606058058341658e-01
7.135827295476553399e-58 -1.368898339076832826e+02 7.422644387871527583e-01 4.295249315243555577e-01 5.968201708842091335e-01
8.108367336564932836e-58 -1.367595655677904745e+02 1.773526116214070303e-01 5.235393605475967549e-01 6.007534360819212216e-01
9.464083931307340857e-58 -1.366024581056829561e+02 6.050877278253130598e-01 8.063740031892485671e-02 6.076675267815748738e-01
2.100345498025426143e-57 -1.358027751537407823e+02 4.773614550939854206e-01 1.561768663518767752e-01 6.042869634120028310e-01
2.291192640794787857e-57 -1.357133045219715939e+02 8.974212637865840447e-01 9.658729257271706503e-01 5.774967490208985366e-01
3.347353348574992231e-57 -1.353317070194217138e+02 4.032067382924001686e-01 9.736441507012265628e-01 5.803339209890910899e-01
3.668841715571499006e-57 -1.352375010043915893e+02 3.519456523915682755e-01 2.086311634776941704e-01 6.028819788678075886e-01
3.803746545953845666e-57 -1.351988904936417839e+02 4.999046396101154421e-01 7.561288876668048609e-01 5.890621539460809686e-01
3.924400153144437304e-57 -1.351651634954762358e+02 2.521056921578845866e-02 6.062161612961390889e-01 5.995431764265493069e-01
